01.113,L' D' R2 F L' F2 D R F D' U F2 R' D2 R' D' R' U' B' R2,1741820813
01.177,B2 L' B' R2 F2 L R' F2 U R' F' U D2 L2 B' R2 U2 B' D R',1741820815
